	UniProtID	Description	GO_Terms
BCAS3	Q9H6U6	Breast carcinoma-amplified sequence 3	GO:0001525;GO:0003682;GO:0005515;GO:0005634;GO:0005730;GO:0005737;GO:0005881;GO:0007030;GO:0008134;GO:0010595;GO:0010698;GO:0031023;GO:0031252;GO:0034260;GO:0035035;GO:0035148;GO:0035257;GO:0035327;GO:0042393;GO:0043085;GO:0043547;GO:0045111;GO:0045944;GO:0048487;GO:0051491;GO:0051895;GO:0071391;GO:0071944;GO:0090316;GO:0090630;GO:2000114;GO:2000251;GO:0042594
ALG9	Q9H6U8	Alpha-1,2-mannosyltransferase ALG9	GO:0000026;GO:0005789;GO:0006488;GO:0016020;GO:0016021;GO:0052918;GO:0052926;GO:0097502;GO:0000030;GO:0005783
LDAH	Q9H6V9	Lipid droplet-associated hydrolase	GO:0005783;GO:0005811;GO:0016042;GO:0016298
RIOX1	Q9H6W3	Ribosomal oxygenase 1	GO:0005506;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0016706;GO:0032453;GO:0034720;GO:0045668;GO:0045892;GO:0051864;GO:0055114;GO:0070544
ANTXR1	Q9H6X2	Anthrax toxin receptor 1	GO:0001568;GO:0004888;GO:0005515;GO:0005518;GO:0005886;GO:0009897;GO:0009986;GO:0010008;GO:0016021;GO:0022414;GO:0031258;GO:0031527;GO:0031532;GO:0034446;GO:0046872;GO:0051015;GO:1901202;GO:1905050;GO:1901998
TMEM134	Q9H6X4	Transmembrane protein 134	GO:0005515;GO:0016021;GO:0048471
C19orf44	Q9H6X5	Uncharacterized protein C19orf44	GO:0005515
WDR55	Q9H6Y2	WD repeat-containing protein 55	GO:0003674;GO:0005575;GO:0005730;GO:0005737;GO:0006364;GO:0008150
RNF167	Q9H6Y7	E3 ubiquitin-protein ligase RNF167	GO:0000209;GO:0004842;GO:0005515;GO:0005737;GO:0008270;GO:0012505;GO:0016021;GO:0045786;GO:0061630;GO:0006511
RANBP3	Q9H6Z4	Ran-binding protein 3	GO:0005515;GO:0005634;GO:0005654;GO:0043547;GO:0070412;GO:0005096;GO:0008536;GO:0005643;GO:0006611;GO:0005737
EGLN3	Q9H6Z9	Egl nine homolog 3	GO:0001666;GO:0005506;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006915;GO:0006919;GO:0006974;GO:0016706;GO:0018126;GO:0018401;GO:0031418;GO:0031545;GO:0042127;GO:0043523;GO:0055114;GO:0061418
GAREM1	Q9H706	GRB2-associated and regulator of MAPK protein 1	GO:0005515;GO:0005886;GO:0007173;GO:0008284;GO:0051781;GO:0070064;GO:0070374;GO:0071364
ZNF552	Q9H707	Zinc finger protein 552	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872;GO:0045892
RUBCNL	Q9H714	Protein associated with UVRAG as autophagy enhancer	GO:0000421;GO:0005515;GO:0006629;GO:0010314;GO:0019216;GO:0031410;GO:0032266;GO:0061909;GO:0061910;GO:0070273;GO:0070873;GO:0097352
CWH43	Q9H720	PGAP2-interacting protein	GO:0016021;GO:0006506
C12orf49	Q9H741	UPF0454 protein C12orf49	GO:0005515;GO:0005576
LRRC19	Q9H756	Leucine-rich repeat-containing protein 19	GO:0002224;GO:0005886;GO:0016021;GO:0032637;GO:0038023;GO:1901224
ASB8	Q9H765	Ankyrin repeat and SOCS box protein 8	GO:0005829;GO:0016567;GO:0035556;GO:0043687
GREM2	Q9H772	Gremlin-2	GO:0005125;GO:0005576;GO:0005615;GO:0008201;GO:0010172;GO:0019221;GO:0030509;GO:0036122;GO:0038098;GO:0042803;GO:0048263;GO:0060300
DCTPP1	Q9H773	dCTP pyrophosphatase 1	GO:0000287;GO:0005515;GO:0005634;GO:0005739;GO:0005829;GO:0006253;GO:0009143;GO:0032556;GO:0042262;GO:0042802;GO:0047429;GO:0047840;GO:0051289;GO:0046076
ELAC1	Q9H777	Zinc phosphodiesterase ELAC protein 1	GO:0005634;GO:0005829;GO:0034414;GO:0046872;GO:0042781
SH2D4A	Q9H788	SH2 domain-containing protein 4A	GO:0005515;GO:0005829;GO:0010923;GO:0019902;GO:0005737
EXO5	Q9H790	Exonuclease V	GO:0003677;GO:0005634;GO:0005654;GO:0005829;GO:0008310;GO:0036297;GO:0042803;GO:0045145;GO:0046872;GO:0051539;GO:0090305
PEAK1	Q9H792	Inactive tyrosine-protein kinase PEAK1	GO:0004715;GO:0005515;GO:0005737;GO:0005925;GO:0015629;GO:0016477;GO:0018108;GO:0034446;GO:0042802;GO:0046777;GO:0048041;GO:0051893;GO:0005524;GO:0004672;GO:0006468
CPLANE1	Q9H799	Ciliogenesis and planar polarity effector 1	GO:0001736;GO:0001822;GO:0003281;GO:0016021;GO:0021549;GO:0042733;GO:0060021;GO:0060271;GO:0060976;GO:1904491;GO:0035869
RPF2	Q9H7B2	Ribosome production factor 2 homolog	GO:0003723;GO:0005634;GO:0005730;GO:0008097;GO:0042273;GO:1901796;GO:1902570;GO:0000027;GO:0000463
SMYD3	Q9H7B4	Histone-lysine N-methyltransferase SMYD3	GO:0000978;GO:0000993;GO:0001162;GO:0005515;GO:0005634;GO:0005654;GO:0005829;GO:0006334;GO:0006469;GO:0014904;GO:0018024;GO:0033138;GO:0034968;GO:0045184;GO:0045944;GO:0046872;GO:0071549
C7orf69	Q9H7B7	Uncharacterized protein C7orf69	GO:0005576
SYNC	Q9H7C4	Syncoilin	GO:0005829;GO:0005882;GO:0030018;GO:0031594;GO:0042383;GO:0045103;GO:0048471
AAMDC	Q9H7C9	Mth938 domain-containing protein	GO:0005515;GO:0005737;GO:0045600
DOCK5	Q9H7D0	Dedicator of cytokinesis protein 5	GO:0005085;GO:0005096;GO:0005515;GO:0005737;GO:0005829;GO:0005886;GO:0007264;GO:0010634;GO:0016477;GO:0043547;GO:1900026;GO:1904694;GO:1904754
WDR26	Q9H7D7	WD repeat-containing protein 26	GO:0000151;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829
TDRD3	Q9H7E2	Tudor domain-containing protein 3	GO:0003682;GO:0003713;GO:0003723;GO:0005515;GO:0005634;GO:0005654;GO:0005794;GO:0005829;GO:0006325;GO:0035064;GO:1903508;GO:0035145
C8orf33	Q9H7E9	UPF0488 protein C8orf33	GO:0005515
ATP13A3	Q9H7F0	Probable cation-transporting ATPase 13A3	GO:0005524;GO:0005623;GO:0006812;GO:0016020;GO:0016021;GO:0016887;GO:0046872;GO:0006874
TMEM185B	Q9H7F4	Transmembrane protein 185B	GO:0016021
METTL17	Q9H7H0	Methyltransferase-like protein 17, mitochondrial	GO:0005515;GO:0005634;GO:0005654;GO:0005739;GO:0005840;GO:0006412;GO:0008168;GO:0032259
PPP1R3E	Q9H7J1	Protein phosphatase 1 regulatory subunit 3E	GO:0005977;GO:0006470;GO:0042587;GO:0045725;GO:0050196
KIR3DX1	Q9H7L2	Putative killer cell immunoglobulin-like receptor-like protein KIR3DX1	GO:0005576
SUDS3	Q9H7L9	Sin3 histone deacetylase corepressor complex component SDS3	GO:0000122;GO:0005515;GO:0005634;GO:0005654;GO:0005829;GO:0006915;GO:0016575;GO:0016579;GO:0016580;GO:0016604;GO:0019899;GO:0021762;GO:0042826;GO:0043065;GO:0045892;GO:0004407;GO:0070822
ZSWIM4	Q9H7M6	Zinc finger SWIM domain-containing protein 4	GO:0008270;GO:0031462;GO:1902667
VSIR	Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation	GO:0005886;GO:0010628;GO:0010950;GO:0016021;GO:0019899;GO:0030335;GO:0031638;GO:0032689;GO:0032693;GO:0032700;GO:0032720;GO:0042802;GO:0045591;GO:0061133;GO:0120158;GO:2000562;GO:2000565
SCAF1	Q9H7N4	Splicing factor, arginine/serine-rich 19	GO:0003723;GO:0005634;GO:0006366;GO:0006397;GO:0008380;GO:0019904;GO:0099122
MVB12B	Q9H7P6	Multivesicular body subunit 12B	GO:0000813;GO:0005515;GO:0005634;GO:0005769;GO:0005770;GO:0005829;GO:0005886;GO:0008289;GO:0010008;GO:0015031;GO:0016197;GO:0019058;GO:0019075;GO:0031902;GO:0031982;GO:0042058;GO:0043162;GO:0043657;GO:0046755;GO:0070062;GO:0075733;GO:0043130
PLEKHG2	Q9H7P9	Pleckstrin homology domain-containing family G member 2	GO:0005089;GO:0005829;GO:0007186;GO:0030833;GO:0035023;GO:0043065;GO:0051056
ZNF442	Q9H7R0	Zinc finger protein 442	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872
ZNF665	Q9H7R5	Zinc finger protein 665	GO:0000981;GO:0003677;GO:0006357;GO:0046872;GO:0005634
ZNF703	Q9H7S9	Zinc finger protein 703	GO:0003676;GO:0005515;GO:0005634;GO:0005737;GO:0006355;GO:0008284;GO:0010718;GO:0016363;GO:0017015;GO:0030335;GO:0032991;GO:0033601;GO:0034111;GO:0034333;GO:0045892;GO:0046872;GO:0051726;GO:0060644;GO:0060828;GO:0070491;GO:0071392
CATSPERB	Q9H7T0	Cation channel sperm-associated protein subunit beta	GO:0005886;GO:0007275;GO:0007283;GO:0030154;GO:0032570;GO:0035036;GO:0036128;GO:0005929
C10orf95	Q9H7T3	Uncharacterized protein C10orf95	GO:0005515
AUNIP	Q9H7T9	Aurora kinase A and ninein-interacting protein	GO:0000724;GO:0000922;GO:0003684;GO:0005515;GO:0005634;GO:0005737;GO:0005813;GO:0007051;GO:0090734;GO:2001033
CCSER2	Q9H7U1	Serine-rich coiled-coil domain-containing protein 2	GO:0001578;GO:0005737;GO:0008017;GO:0015630
SYNDIG1	Q9H7V2	Synapse differentiation-inducing gene protein 1	GO:0005515;GO:0005887;GO:0006886;GO:0014069;GO:0030054;GO:0031901;GO:0035254;GO:0042803;GO:0043197;GO:0043198;GO:0043231;GO:0044297;GO:0045211;GO:0051965;GO:0060076;GO:0097091;GO:0098793
NAA60	Q9H7X0	N-alpha-acetyltransferase 60	GO:0000139;GO:0004596;GO:0006334;GO:0006474;GO:0007059;GO:0008283;GO:0010485;GO:0017196;GO:0042803;GO:0043967;GO:0043966
C1orf115	Q9H7X2	Uncharacterized protein C1orf115	GO:0016021
ZNF696	Q9H7X3	Zinc finger protein 696	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872
IFT22	Q9H7X7	Intraflagellar transport protein 22 homolog	GO:0005525;GO:0005813;GO:0005929;GO:0030992;GO:0035735;GO:0097542;GO:0003924;GO:0006886;GO:0032482
DIPK2B	Q9H7Y0	Divergent protein kinase domain 2B	GO:0005576
NRDE2	Q9H7Z3	Protein NRDE2 homolog	GO:0003674;GO:0005575;GO:0008150;GO:0031048;GO:0016246
KAT8	Q9H7Z6	Histone acetyltransferase KAT8	GO:0000123;GO:0000776;GO:0004402;GO:0005515;GO:0005634;GO:0005654;GO:0008134;GO:0010506;GO:0016363;GO:0016407;GO:0016573;GO:0019899;GO:0030099;GO:0035064;GO:0043981;GO:0043982;GO:0043984;GO:0045892;GO:0045893;GO:0046872;GO:0071339;GO:0072487;GO:0043995;GO:0043996;GO:0046972;GO:0045944;GO:0042393;GO:0000790
PTGES2	Q9H7Z7	Prostaglandin E synthase 2	GO:0000139;GO:0003677;GO:0005515;GO:0005576;GO:0005634;GO:0005739;GO:0005829;GO:0009055;GO:0015035;GO:0016021;GO:0016829;GO:0019371;GO:0020037;GO:0022900;GO:0035578;GO:0043295;GO:0043312;GO:0045454;GO:0045893;GO:0048471;GO:0050220
TLE6	Q9H808	Transducin-like enhancer protein 6	GO:0005515;GO:0005737;GO:0006355;GO:0032991;GO:0060136;GO:1903507;GO:0005667;GO:0070491;GO:0005634;GO:0090090;GO:0003714
TMEM206	Q9H813	Transmembrane protein 206	GO:0005887;GO:0006821;GO:0009986;GO:0061797;GO:1902476
PHAX	Q9H814	Phosphorylated adapter RNA export protein	GO:0003723;GO:0005515;GO:0005634;GO:0005654;GO:0005813;GO:0005829;GO:0006408;GO:0015030;GO:0015031;GO:0015643;GO:0042795;GO:0043025;GO:0051168
DCLRE1B	Q9H816	5' exonuclease Apollo	GO:0000723;GO:0000781;GO:0000784;GO:0005515;GO:0005654;GO:0005737;GO:0005813;GO:0007093;GO:0008409;GO:0010833;GO:0016233;GO:0016604;GO:0031627;GO:0031848;GO:0031860;GO:0036297;GO:0042803;GO:0044877;GO:0090305;GO:0006303;GO:0035312;GO:0003684
DNAJC18	Q9H819	DnaJ homolog subfamily C member 18	GO:0016021;GO:0030544;GO:0005789;GO:0030433;GO:0071218;GO:0051085
METTL8	Q9H825	Methyltransferase-like protein 8	GO:0005634;GO:0005737;GO:0030488;GO:0052735
UBE2Z	Q9H832	Ubiquitin-conjugating enzyme E2 Z	GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005829;GO:0006915;GO:0010951;GO:0016567;GO:0043065;GO:0004869;GO:0006511;GO:0043066;GO:0061631
GEMIN7	Q9H840	Gem-associated protein 7	GO:0000387;GO:0000398;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0016604;GO:0032797;GO:0034719;GO:0051170;GO:0097504
NIPAL2	Q9H841	NIPA-like protein 2	GO:0015095;GO:0016021;GO:1903830;GO:0015693
ACAD9	Q9H845	Acyl-CoA dehydrogenase family member 9, mitochondrial	GO:0001676;GO:0004466;GO:0005515;GO:0005634;GO:0005739;GO:0005743;GO:0030425;GO:0031966;GO:0032981;GO:0050660;GO:0051791;GO:0055114;GO:0070991;GO:0000062;GO:0017099
TUBA4B	Q9H853	Putative tubulin-like protein alpha-4B	GO:0003674;GO:0003924;GO:0005200;GO:0005525;GO:0005575;GO:0005737;GO:0005874;GO:0007010;GO:0007017;GO:0008150
NT5DC2	Q9H857	5'-nucleotidase domain-containing protein 2	GO:0016311;GO:0046872;GO:0008253
VCPKMT	Q9H867	Protein-lysine methyltransferase METTL21D	GO:0005515;GO:0005737;GO:0005829;GO:0006479;GO:0016279;GO:0018022;GO:0018023;GO:0032780;GO:0032991;GO:0051117
YY1AP1	Q9H869	YY1-associated protein 1	GO:0001650;GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0008283;GO:0030154;GO:0051726;GO:0031011
RMND5A	Q9H871	E3 ubiquitin-protein transferase RMND5A	GO:0000151;GO:0000209;GO:0004842;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0046872;GO:0034657;GO:0043161;GO:0006511
PRKRIP1	Q9H875	PRKR-interacting protein 1	GO:0003014;GO:0003725;GO:0004860;GO:0005515;GO:0005681;GO:0005730;GO:0006397;GO:0006469;GO:0008380;GO:0019901;GO:0042326;GO:0070062
TTC12	Q9H892	Tetratricopeptide repeat protein 12	GO:0005813
ZMAT4	Q9H898	Zinc finger matrin-type protein 4	GO:0003677;GO:0005515;GO:0005634;GO:0008270
KAT14	Q9H8E8	Cysteine-rich protein 2-binding protein	GO:0000086;GO:0004402;GO:0005515;GO:0005634;GO:0005671;GO:0005737;GO:0030274;GO:0043966;GO:0016573
ZNF430	Q9H8G1	Zinc finger protein 430	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0021762;GO:0046872
CAAP1	Q9H8G2	Caspase activity and apoptosis inhibitor 1	GO:0006915;GO:2001268
NOL11	Q9H8H0	Nucleolar protein 11	GO:0003723;GO:0005515;GO:0005654;GO:0005730;GO:0006364;GO:0030490;GO:0034455;GO:1901838
DDX31	Q9H8H2	Probable ATP-dependent RNA helicase DDX31	GO:0003723;GO:0003724;GO:0005515;GO:0005524;GO:0005730;GO:0005794;GO:0042254;GO:0043231;GO:0005634
METTL7A	Q9H8H3	Methyltransferase-like protein 7A	GO:0005576;GO:0005783;GO:0005811;GO:0008168;GO:0016020;GO:0032259;GO:0043312;GO:1904724
MANSC1	Q9H8J5	MANSC domain-containing protein 1	GO:0016021
C10orf88	Q9H8K7	Uncharacterized protein C10orf88	GO:0042802
MMRN2	Q9H8L6	Multimerin-2	GO:0002042;GO:0005201;GO:0005515;GO:0005604;GO:0005615;GO:0030948;GO:0062023;GO:0070062;GO:0090051;GO:0031012;GO:0010811
COQ10B	Q9H8M1	Coenzyme Q-binding protein COQ10 homolog B, mitochondrial	GO:0005743;GO:0005739;GO:0045333;GO:0006744;GO:0048039
BRD9	Q9H8M2	Bromodomain-containing protein 9	GO:0003676;GO:0005515;GO:0006325;GO:0008150;GO:0016514;GO:0070577
CNNM2	Q9H8M5	Metal transporter CNNM2	GO:0005524;GO:0010960;GO:0016021;GO:0016323;GO:0043231;GO:1903830;GO:0022857;GO:0006810;GO:0005886;GO:0015095
MINDY3	Q9H8M7	Ubiquitin carboxyl-terminal hydrolase MINDY-3	GO:0005515;GO:0005654;GO:0006915;GO:0016807;GO:0031965;GO:0036459;GO:0071108;GO:1990380
EVA1A	Q9H8M9	Protein eva-1 homolog A	GO:0005765;GO:0005788;GO:0005789;GO:0005886;GO:0006914;GO:0006915;GO:0016021;GO:0043231;GO:0043687;GO:0044267
ZNF395	Q9H8N7	Zinc finger protein 395	GO:0000978;GO:0000981;GO:0001158;GO:0003677;GO:0005634;GO:0005737;GO:0005829;GO:0006355;GO:0006357;GO:0046872
SRD5A3	Q9H8P0	Polyprenol reductase	GO:0003865;GO:0005783;GO:0005789;GO:0006488;GO:0006489;GO:0006702;GO:0016021;GO:0016095;GO:0016628;GO:0019348;GO:0047751;GO:0055114;GO:0102389;GO:0019408
CNTD2	Q9H8S5	Cyclin N-terminal domain-containing protein 2	GO:0006468;GO:0004672;GO:0000307;GO:0016538;GO:0044772;GO:0000079;GO:0005634;GO:0019901;GO:0005737
MOB1A	Q9H8S9	MOB kinase activator 1A	GO:0005515;GO:0005634;GO:0005730;GO:0005829;GO:0035329;GO:0046872;GO:0070062
AKTIP	Q9H8T0	AKT-interacting protein	GO:0001934;GO:0005515;GO:0005829;GO:0005886;GO:0006915;GO:0007032;GO:0007040;GO:0008333;GO:0015031;GO:0032092;GO:0045022;GO:0070695;GO:0019787;GO:0030897
ZFAND3	Q9H8U3	AN1-type zinc finger protein 3	GO:0003677;GO:0008270
ECT2	Q9H8V3	Protein ECT2	GO:0000281;GO:0000902;GO:0005089;GO:0005096;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0005911;GO:0005923;GO:0007186;GO:0015031;GO:0030496;GO:0032147;GO:0032154;GO:0032467;GO:0035023;GO:0035556;GO:0042307;GO:0042803;GO:0043065;GO:0043123;GO:0043547;GO:0045666;GO:0045859;GO:0051056;GO:0051260;GO:0051988;GO:0070301;GO:0070830;GO:0071277;GO:0071479;GO:0072686;GO:0090630;GO:0097149;GO:2000431
FAM204A	Q9H8W3	Protein FAM204A	GO:0005515
PLEKHF2	Q9H8W4	Pleckstrin homology domain-containing family F member 2	GO:0005515;GO:0005783;GO:0015031;GO:0030133;GO:0031901;GO:0046872;GO:0035091
TRIM45	Q9H8W5	Tripartite motif-containing protein 45	GO:0005654;GO:0005829;GO:0008270;GO:0045171;GO:0060348
IPPK	Q9H8X2	Inositol-pentakisphosphate 2-kinase	GO:0005515;GO:0005524;GO:0005654;GO:0005730;GO:0005829;GO:0035299;GO:0043647;GO:0052746;GO:0060090;GO:1901838;GO:0032958;GO:0005634
ZDHHC11	Q9H8X9	Probable palmitoyltransferase ZDHHC11	GO:0005783;GO:0016021;GO:0018230;GO:0005794;GO:0019706;GO:0006612
VRTN	Q9H8Y1	Vertnin	GO:0004803;GO:0006313;GO:0043565;GO:0001227;GO:0000122
ANKZF1	Q9H8Y5	Ankyrin repeat and zinc finger domain-containing protein 1	GO:0003676;GO:0005515;GO:0005737;GO:0016020;GO:0046872;GO:0070301;GO:0030433;GO:0036266;GO:0004843;GO:0071630;GO:0072671
GORASP2	Q9H8Y8	Golgi reassembly-stacking protein 2	GO:0000139;GO:0005515;GO:0005789;GO:0005794;GO:0006996;GO:0007283;GO:0016020;GO:0030154;GO:0034976;GO:0061951;GO:0070925;GO:0007030
ZWILCH	Q9H900	Protein zwilch homolog	GO:0000776;GO:0000777;GO:0005515;GO:0005829;GO:0007093;GO:0051301;GO:1990423
REEP1	Q9H902	Receptor expression-enhancing protein 1	GO:0005515;GO:0005737;GO:0005783;GO:0005789;GO:0008017;GO:0016020;GO:0016021;GO:0031849;GO:0031966;GO:0032386;GO:0051205;GO:0071782;GO:0071786
MTHFD2L	Q9H903	Probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2	GO:0000105;GO:0005743;GO:0005759;GO:0006164;GO:0009086;GO:0009256;GO:0035999;GO:0046655;GO:0055114;GO:0004487;GO:0004488;GO:0046653;GO:0004477
JPT2	Q9H910	Jupiter microtubule associated homolog 2	GO:0005634;GO:0005829;GO:0005886
RNF121	Q9H920	RING finger protein 121	GO:0016021;GO:0016567;GO:0046872;GO:0030968;GO:0030433;GO:0061630;GO:0005789;GO:0000139
SP140L	Q9H930	Nuclear body protein SP140-like protein	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872
SLC25A22	Q9H936	Mitochondrial glutamate carrier 1	GO:0005313;GO:0005743;GO:0006811;GO:0015293;GO:0015813;GO:0016021;GO:0070778;GO:0015183;GO:0043490;GO:0015810
PSTPIP2	Q9H939	Proline-serine-threonine phosphatase-interacting protein 2	GO:0005829;GO:0016477;GO:0008092;GO:0030041;GO:0005856;GO:0005884;GO:0005737;GO:0005886;GO:0051015
MED20	Q9H944	Mediator of RNA polymerase II transcription subunit 20	GO:0000151;GO:0003899;GO:0005515;GO:0005654;GO:0006351;GO:0006366;GO:0006367;GO:0016567;GO:0016592;GO:0061630;GO:1903508;GO:0003713;GO:0006357
ZNF702P	Q9H963	Putative zinc finger protein 702	GO:0003677;GO:0005515;GO:0005634;GO:0046872
WDR76	Q9H967	WD repeat-containing protein 76	GO:0000792;GO:0005515;GO:0005634;GO:0006974;GO:0019899;GO:0090734;GO:2000001;GO:0003677
C14orf93	Q9H972	Uncharacterized protein C14orf93	GO:0003723;GO:0005515;GO:0005576
QTRT2	Q9H974	Queuine tRNA-ribosyltransferase accessory subunit 2	GO:0005737;GO:0005739;GO:0005741;GO:0006400;GO:0032991;GO:0042803;GO:0046872;GO:0046982;GO:0101030;GO:0008479
ACTR8	Q9H981	Actin-related protein 8	GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005813;GO:0006310;GO:0007049;GO:0016579;GO:0031011;GO:0032508;GO:0051301;GO:0043044;GO:0006302;GO:0006355;GO:0043138
SYNPO2L	Q9H987	Synaptopodin 2-like protein	GO:0003007;GO:0005634;GO:0005654;GO:0005829;GO:0016607;GO:0030018;GO:0030054;GO:0035025;GO:0045214;GO:0051496;GO:0032233;GO:0003779;GO:0015629
MARCH7	Q9H992	E3 ubiquitin-protein ligase MARCH7	GO:0002643;GO:0005634;GO:0005829;GO:0005886;GO:0008270;GO:0008284;GO:0016740;GO:0031624;GO:0042130;GO:0043130;GO:0043518;GO:0050821;GO:0051865;GO:0097371;GO:1901799;GO:1902166;GO:1902916;GO:1905524
ARMT1	Q9H993	Protein-glutamate O-methyltransferase	GO:0005515;GO:0006479;GO:0006974;GO:0008757;GO:0019899;GO:0032259;GO:0051998;GO:2001020;GO:0016791
PANK3	Q9H999	Pantothenate kinase 3	GO:0004594;GO:0005524;GO:0005829;GO:0015937;GO:0016310;GO:0019842;GO:0042803;GO:1905502;GO:0005634
CNOT10	Q9H9A5	CCR4-NOT transcription complex subunit 10	GO:0000289;GO:0005515;GO:0005634;GO:0005829;GO:0006977;GO:0016020;GO:0030014;GO:0031047;GO:0006402;GO:0017148
LRRC40	Q9H9A6	Leucine-rich repeat-containing protein 40	GO:0016020;GO:0005737
RMI1	Q9H9A7	RecQ-mediated genome instability protein 1	GO:0000166;GO:0002023;GO:0005515;GO:0005654;GO:0006260;GO:0009749;GO:0016604;GO:0035264;GO:0042593;GO:1901796;GO:0000712;GO:0000724;GO:0031422
EHMT1	Q9H9B1	Histone-lysine N-methyltransferase EHMT1	GO:0000122;GO:0002039;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006306;GO:0006325;GO:0008168;GO:0008270;GO:0016279;GO:0016571;GO:0016604;GO:0018024;GO:0018026;GO:0018027;GO:0045892;GO:0045995;GO:0046974;GO:0046976;GO:0051567;GO:0060992;GO:0070317;GO:0070734;GO:0070742;GO:0120162;GO:1901796
SFXN1	Q9H9B4	Sideroflexin-1	GO:0005739;GO:0006730;GO:0006826;GO:0015194;GO:0015825;GO:0030218;GO:0031305;GO:0042942;GO:0042945;GO:0140300
VIPAS39	Q9H9C1	Spermatogenesis-defective protein 39 homolog	GO:0005515;GO:0005737;GO:0005769;GO:0005770;GO:0005794;GO:0006886;GO:0007283;GO:0008333;GO:0017185;GO:0030154;GO:0030199;GO:0032963;GO:0043687;GO:0044877;GO:0055037;GO:0030897;GO:0097352
ZNF408	Q9H9D4	Zinc finger protein 408	GO:0000981;GO:0005515;GO:0005634;GO:0006357;GO:0042802;GO:0046872;GO:0003677
ANKRA2	Q9H9E1	Ankyrin repeat family A protein 2	GO:0005515;GO:0005829;GO:0005856;GO:0016020;GO:0019901;GO:0031625;GO:0032991;GO:0042826;GO:0043254;GO:0050750;GO:1990393;GO:0005634
COG4	Q9H9E3	Conserved oligomeric Golgi complex subunit 4	GO:0000139;GO:0005515;GO:0005829;GO:0006888;GO:0006890;GO:0007030;GO:0015031;GO:0017119;GO:0032588;GO:0048213
ACTR5	Q9H9F9	Actin-related protein 5	GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006302;GO:0006310;GO:0016579;GO:0031011;GO:0032508;GO:0070914;GO:0043044;GO:0006355;GO:0043138
AGO3	Q9H9G7	Protein argonaute-3	GO:0000794;GO:0000932;GO:0003723;GO:0003725;GO:0003727;GO:0004521;GO:0005515;GO:0005654;GO:0005737;GO:0005829;GO:0006402;GO:0007223;GO:0010501;GO:0010628;GO:0010629;GO:0016020;GO:0016442;GO:0031054;GO:0035194;GO:0035196;GO:0035198;GO:0035278;GO:0035280;GO:0036464;GO:0045652;GO:0046872;GO:0070578;GO:0072091;GO:0090502;GO:0090624;GO:1901224;GO:0035279;GO:0090625
VPS37B	Q9H9H4	Vacuolar protein sorting-associated protein 37B	GO:0000813;GO:0005515;GO:0005737;GO:0005768;GO:0005886;GO:0010008;GO:0016197;GO:0016236;GO:0019058;GO:0030496;GO:0031902;GO:0032509;GO:0036258;GO:0039702;GO:0043657;GO:0048306;GO:0070062;GO:0075733;GO:1902188;GO:1903774;GO:0043162;GO:0006623;GO:0043231;GO:0006612
MAP6D1	Q9H9H5	MAP6 domain-containing protein 1	GO:0000226;GO:0005516;GO:0007026;GO:0018009;GO:0070507;GO:0005801;GO:0008017;GO:0030705;GO:0005798;GO:0005874
MRPL44	Q9H9J2	39S ribosomal protein L44, mitochondrial	GO:0003723;GO:0005515;GO:0005634;GO:0005739;GO:0005743;GO:0005762;GO:0005886;GO:0070125;GO:0070126;GO:0090502;GO:0031054;GO:0006396;GO:0031053;GO:0003725;GO:0004525;GO:0030422
USP42	Q9H9J4	Ubiquitin carboxyl-terminal hydrolase 42	GO:0004843;GO:0005515;GO:0005654;GO:0006511;GO:0007283;GO:0016579;GO:0030154;GO:0036459;GO:0042981;GO:0004197
ERVMER34-1	Q9H9K5	Endogenous retroviral envelope protein HEMO	GO:0005576;GO:0005886;GO:0016021
ISG20L2	Q9H9L3	Interferon-stimulated 20 kDa exonuclease-like 2	GO:0000175;GO:0003723;GO:0005515;GO:0005654;GO:0005730;GO:0006364;GO:0090503;GO:0004527;GO:0005634
KANSL2	Q9H9L4	KAT8 regulatory NSL complex subunit 2	GO:0000123;GO:0005515;GO:0005654;GO:0005829;GO:0005886;GO:0015629;GO:0043981;GO:0043982;GO:0043984;GO:0043995;GO:0043996;GO:0046972;GO:0044545
