	Description	UniProtID
Triqk	triple QxxK/R motif containing	MGI:3650048
Trir	telomerase RNA component interacting RNase	MGI:1922833
Trit1	tRNA isopentenyltransferase 1	MGI:1914216
Trl	trembler-like	MGI:3795878
Trmo	tRNA methyltransferase O	MGI:1922003
Trmt1	tRNA methyltransferase 1	MGI:1289155
Trmt10a	tRNA methyltransferase 10A	MGI:1920421
Trmt10b	tRNA methyltransferase 10B	MGI:1917184
Trmt10c	tRNA methyltransferase 10C, mitochondrial RNase P subunit	MGI:1196261
Trmt11	tRNA methyltransferase 11	MGI:1920931
Trmt112	tRNA methyltransferase 11-2	MGI:1914924
Trmt12	tRNA methyltransferase 12	MGI:1915510
Trmt13	tRNA methyltransferase 13	MGI:1925219
Trmt1l	tRNA methyltransferase 1 like	MGI:1916185
Trmt2a	TRM2 tRNA methyltransferase 2A	MGI:96270
Trmt2b	TRM2 tRNA methyltransferase 2B	MGI:2442530
Trmt44	tRNA methyltransferase 44	MGI:1926140
Trmt5	TRM5 tRNA methyltransferase 5	MGI:1923607
Trmt6	tRNA methyltransferase 6	MGI:1914176
Trmt61a	tRNA methyltransferase 61A	MGI:2443487
Trmt61b	tRNA methyltransferase 61B	MGI:1916039
Trmt9b	tRNA methyltransferase 9B	MGI:2442328
Trmu	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	MGI:1919276
Trnau1ap	tRNA selenocysteine 1 associated protein 1	MGI:1919037
Trnp1	TMF1-regulated nuclear protein 1	MGI:1916789
Trnt1	tRNA nucleotidyl transferase, CCA-adding, 1	MGI:1917297
Tro	trophinin	MGI:1928994
Troap	trophinin associated protein	MGI:1925983
Trp2	tRNA proline 2	MGI:98833
Trp53	transformation related protein 53	MGI:98834
Trp53bp1	transformation related protein 53 binding protein 1	MGI:1351320
Trp53bp2	transformation related protein 53 binding protein 2	MGI:2138319
Trp53cor1	tumor protein p53 pathway corepressor 1	MGI:3801771
Trp53i11	transformation related protein 53 inducible protein 11	MGI:2670995
Trp53i13	transformation related protein 53 inducible protein 13	MGI:1915125
Trp53inp1	transformation related protein 53 inducible nuclear protein 1	MGI:1926609
Trp53inp2	transformation related protein 53 inducible nuclear protein 2	MGI:1915978
Trp53rka	transformation related protein 53 regulating kinase A	MGI:1918294
Trp53rkb	transformation related protein 53 regulating kinase B	MGI:1914050
Trp53tg5	transformation related protein 53 target 5	MGI:1920853
Trp63	transformation related protein 63	MGI:1330810
Trp73	transformation related protein 73	MGI:1336991
Trp73os	transformation related protein 73, opposite strand	MGI:3649248
Trpa1	transient receptor potential cation channel, subfamily A, member 1	MGI:3522699
Trpc1	transient receptor potential cation channel, subfamily C, member 1	MGI:109528
Trpc2	transient receptor potential cation channel, subfamily C, member 2	MGI:109527
Trpc3	transient receptor potential cation channel, subfamily C, member 3,Short transient receptor potential channel 3	MGI:109526
Trpc4	transient receptor potential cation channel, subfamily C, member 4	MGI:109525
Trpc4ap	transient receptor potential cation channel, subfamily C, member 4 associated protein	MGI:1930751
Trpc5	transient receptor potential cation channel, subfamily C, member 5	MGI:109524
Trpc5os	transient receptor potential cation channel, subfamily C, member 5, opposite strand	MGI:3641805
Trpc6	transient receptor potential cation channel, subfamily C, member 6	MGI:109523
Trpc7	transient receptor potential cation channel, subfamily C, member 7	MGI:1349470
Trpd52l3	tumor protein D52-like 3	MGI:1913995
Trpm1	transient receptor potential cation channel, subfamily M, member 1	MGI:1330305
Trpm2	transient receptor potential cation channel, subfamily M, member 2	MGI:1351901
Trpm3	transient receptor potential cation channel, subfamily M, member 3	MGI:2443101
Trpm4	transient receptor potential cation channel, subfamily M, member 4	MGI:1915917
Trpm5	transient receptor potential cation channel, subfamily M, member 5	MGI:1861718
Trpm6	transient receptor potential cation channel, subfamily M, member 6	MGI:2675603
Trpm7	transient receptor potential cation channel, subfamily M, member 7	MGI:1929996
Trpm8	transient receptor potential cation channel, subfamily M, member 8	MGI:2181435
Trps1	transcriptional repressor GATA binding 1	MGI:1927616
Trpt1	tRNA phosphotransferase 1	MGI:1333115
Trpv1	transient receptor potential cation channel, subfamily V, member 1	MGI:1341787
Trpv2	transient receptor potential cation channel, subfamily V, member 2	MGI:1341836
Trpv3	transient receptor potential cation channel, subfamily V, member 3	MGI:2181407
Trpv4	transient receptor potential cation channel, subfamily V, member 4	MGI:1926945
Trpv5	transient receptor potential cation channel, subfamily V, member 5	MGI:2429764
Trpv6	transient receptor potential cation channel, subfamily V, member 6	MGI:1927259
Trrap	transformation/transcription domain-associated protein	MGI:2153272
Trub1	TruB pseudouridine (psi) synthase family member 1	MGI:1919383
Trub2	TruB pseudouridine (psi) synthase family member 2	MGI:2442186
Try10	trypsin 10	MGI:3687012
Try4	trypsin 4	MGI:102757
Try5	trypsin 5	MGI:102756
Ts3	Trichinella spiralis resistance 3	MGI:98843
Ts4	Trichinella spiralis resistance 4	MGI:98844
Tsacc	TSSK6 activating co-chaperone	MGI:1924177
Tsc1	TSC complex subunit 1	MGI:1929183
Tsc2	TSC complex subunit 2	MGI:102548
Tsc22d1	TSC22 domain family, member 1	MGI:109127
Tsc22d2	TSC22 domain family, member 2	MGI:1919283
Tsc22d3	TSC22 domain family, member 3	MGI:1196284
Tsc22d4	TSC22 domain family, member 4	MGI:1926079
Tsen15	tRNA splicing endonuclease subunit 15	MGI:1913887
Tsen2	tRNA splicing endonuclease subunit 2	MGI:2141599
Tsen34	tRNA splicing endonuclease subunit 34	MGI:1913328
Tsen54	tRNA splicing endonuclease subunit 54	MGI:1923515
Tsfm	Ts translation elongation factor, mitochondrial	MGI:1913649
Tsg101	tumor susceptibility gene 101	MGI:106581
Tsga10	testis specific 10	MGI:2685063
Tsga10ip	testis specific 10 interacting protein	MGI:1925556
Tsga13	testis specific gene A13	MGI:1891413
Tsga8	testis specific gene A8	MGI:1194903
Tshb	thyroid stimulating hormone, beta subunit	MGI:98848
Tshr	thyroid stimulating hormone receptor	MGI:98849
Tsht	time-sheet	MGI:3611242
Tshz1	teashirt zinc finger family member 1	MGI:1346031
Tshz2	teashirt zinc finger family member 2	MGI:2153084
Tshz3	teashirt zinc finger family member 3	MGI:2442819
Tsix	X (inactive)-specific transcript, opposite strand	MGI:1336196
Tsks	testis-specific serine kinase substrate	MGI:1347560
Tsku	tsukushi, small leucine rich proteoglycan	MGI:2443855
Tslp	thymic stromal lymphopoietin	MGI:1855696
Tsn	translin	MGI:109263
Tsnax	translin-associated factor X	MGI:1855672
Tsnaxip1	translin-associated factor X (Tsnax) interacting protein 1	MGI:1919486
Tspan1	tetraspanin 1	MGI:1914055
Tspan10	tetraspanin 10	MGI:2384781
Tspan11	tetraspanin 11	MGI:1915748
Tspan12	tetraspanin 12	MGI:1889818
Tspan13	tetraspanin 13	MGI:1913359
Tspan14	tetraspanin 14	MGI:1196325
Tspan15	tetraspanin 15	MGI:1917673
Tspan17	tetraspanin 17	MGI:1921507
Tspan18	tetraspanin 18	MGI:1917186
Tspan2	tetraspanin 2	MGI:1917997
Tspan2os	tetraspanin 2, opposite strand	MGI:1925741
Tspan3	tetraspanin 3	MGI:1928098
Tspan31	tetraspanin 31	MGI:1914375
Tspan32	tetraspanin 32	MGI:1350360
Tspan32os	tetraspanin 32, opposite strand	MGI:3705185
Tspan33	tetraspanin 33	MGI:1919012
Tspan4	tetraspanin 4	MGI:1928097
Tspan5	tetraspanin 5	MGI:1928096
Tspan6	tetraspanin 6	MGI:1926264
Tspan7	tetraspanin 7	MGI:1298407
Tspan8	tetraspanin 8	MGI:2384918
Tspan9	tetraspanin 9	MGI:1924558
Tspear	thrombospondin type laminin G domain and EAR repeats	MGI:2671932
Tspo	translocator protein	MGI:88222
Tspo2	translocator protein 2	MGI:1917276
Tspoap1	TSPO associated protein 1	MGI:2450877
Tspyl1	testis-specific protein, Y-encoded-like 1	MGI:1298395
Tspyl2	TSPY-like 2	MGI:106244
Tspyl3	TSPY-like 3	MGI:2139328
Tspyl4	TSPY-like 4	MGI:106393
Tspyl5	testis-specific protein, Y-encoded-like 5	MGI:2442458
Tsr1	TSR1 20S rRNA accumulation	MGI:2144566
Tsr2	TSR2 20S rRNA accumulation	MGI:1916749
Tsr3	TSR3 20S rRNA accumulation	MGI:1915577
Tssc4	tumor-suppressing subchromosomal transferable fragment 4	MGI:1861712
Tssk1	testis-specific serine kinase 1	MGI:1347557
Tssk2	testis-specific serine kinase 2	MGI:1347559
Tssk3	testis-specific serine kinase 3	MGI:1929914
Tssk4	testis-specific serine kinase 4	MGI:1918349
Tssk5	testis-specific serine kinase 5	MGI:1920792
Tssk6	testis-specific serine kinase 6	MGI:2148775
Tst	thiosulfate sulfurtransferase, mitochondrial	MGI:98852
Tstd1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1	MGI:3648482
Tstd2	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2	MGI:3039624
Tstd3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	MGI:1924282
Tsx	testis specific X-linked gene	MGI:108118
Ttbk1	tau tubulin kinase 1	MGI:2147036
Ttbk2	tau tubulin kinase 2	MGI:2155779
Ttc1	tetratricopeptide repeat domain 1	MGI:1914077
Ttc12	tetratricopeptide repeat domain 12	MGI:2444588
Ttc13	tetratricopeptide repeat domain 13	MGI:2384573
Ttc14	tetratricopeptide repeat domain 14	MGI:1914370
Ttc16	tetratricopeptide repeat domain 16	MGI:2443048
Ttc17	tetratricopeptide repeat domain 17	MGI:1921819
Ttc19	tetratricopeptide repeat domain 19	MGI:1920045
Ttc21a	tetratricopeptide repeat domain 21A	MGI:1921302
Ttc21b	tetratricopeptide repeat domain 21B	MGI:1920918
Ttc22	tetratricopeptide repeat domain 22	MGI:3045307
Ttc23	tetratricopeptide repeat domain 23	MGI:1914259
Ttc23l	tetratricopeptide repeat domain 23-like	MGI:1923027
Ttc24	tetratricopeptide repeat domain 24	MGI:2443841
Ttc26	tetratricopeptide repeat domain 26	MGI:2444853
Ttc27	tetratricopeptide repeat domain 27	MGI:1921446
Ttc28	tetratricopeptide repeat domain 28	MGI:2140873
Ttc29	tetratricopeptide repeat domain 29	MGI:1920551
Ttc3	tetratricopeptide repeat domain 3	MGI:1276539
Ttc30a1	tetratricopeptide repeat domain 30A1	MGI:1926052
Ttc30a2	tetratricopeptide repeat domain 30A2	MGI:3700200
Ttc30b	tetratricopeptide repeat domain 30B	MGI:1919671
Ttc32	tetratricopeptide repeat domain 32	MGI:1922766
Ttc33	tetratricopeptide repeat domain 33	MGI:1914765
Ttc34	tetratricopeptide repeat domain 34	MGI:2445205
Ttc36	tetratricopeptide repeat domain 36	MGI:2384760
Ttc37	tetratricopeptide repeat domain 37	MGI:2679923
Ttc38	tetratricopeptide repeat domain 38	MGI:2146198
Ttc39a	tetratricopeptide repeat domain 39A	MGI:2444350
Ttc39aos1	Ttc39a opposite strand RNA 1	MGI:3651956
Ttc39b	tetratricopeptide repeat domain 39B	MGI:1917113
Ttc39c	tetratricopeptide repeat domain 39C	MGI:1919997
Ttc39d	tetratricopeptide repeat domain 39D	MGI:1914987
Ttc4	tetratricopeptide repeat domain 4	MGI:1919604
Ttc41	tetratricopeptide repeat domain 41	MGI:2387653
Ttc5	tetratricopeptide repeat domain 5	MGI:2683584
Ttc6	tetratricopeptide repeat domain 6	MGI:2684915
Ttc7	tetratricopeptide repeat domain 7	MGI:1920999
Ttc7b	tetratricopeptide repeat domain 7B	MGI:2144724
Ttc8	tetratricopeptide repeat domain 8	MGI:1923510
Ttc9	tetratricopeptide repeat domain 9	MGI:1916730
Ttc9b	tetratricopeptide repeat domain 9B	MGI:1920282
Ttc9c	tetratricopeptide repeat domain 9C	MGI:1917637
Ttf1	transcription termination factor, RNA polymerase I,Transcription termination factor 1	MGI:105044
Ttf2	transcription termination factor, RNA polymerase II	MGI:1921294
tth	tremor with tilted head	MGI:2652743
Tti1	TELO2 interacting protein 1	MGI:1922675
Tti2	TELO2 interacting protein 2	MGI:2384576
Ttk	Ttk protein kinase	MGI:1194921
Ttl	tubulin tyrosine ligase	MGI:1916987
Ttll1	tubulin tyrosine ligase-like 1,Probable tubulin polyglutamylase TTLL1	MGI:2443047
Ttll10	tubulin tyrosine ligase-like family, member 10	MGI:1921855
Ttll11	tubulin tyrosine ligase-like family, member 11	MGI:1921660
Ttll12	tubulin tyrosine ligase-like family, member 12	MGI:3039573
Ttll13	tubulin tyrosine ligase-like family, member 13	MGI:1920845
Ttll2	tubulin tyrosine ligase-like family, member 2	MGI:3644030
Ttll3	tubulin tyrosine ligase-like family, member 3	MGI:2141418
Ttll4	tubulin tyrosine ligase-like family, member 4	MGI:1914784
Ttll5	tubulin tyrosine ligase-like family, member 5	MGI:2443657
Ttll6	tubulin tyrosine ligase-like family, member 6	MGI:2683461
Ttll7	tubulin tyrosine ligase-like family, member 7	MGI:1918142
Ttll8	tubulin tyrosine ligase-like family, member 8	MGI:1922902
Ttll9	tubulin tyrosine ligase-like family, member 9	MGI:1913589
Ttn	titin	MGI:98864
Ttpa	tocopherol (alpha) transfer protein	MGI:1354168
Ttpal	tocopherol (alpha) transfer protein-like	MGI:1923330
Ttr	transthyretin	MGI:98865
Ttyh1	tweety family member 1	MGI:1889007
Ttyh2	tweety family member 2	MGI:2157091
Ttyh3	tweety family member 3	MGI:1925589
Tub	tubby bipartite transcription factor	MGI:2651573
Tuba1a	tubulin, alpha 1A	MGI:98869
Tuba1b	tubulin, alpha 1B,Tubulin alpha-1B chain	MGI:107804
Tuba1c	tubulin, alpha 1C	MGI:1095409
Tuba3a	tubulin, alpha 3A	MGI:1095406
Tuba3b	tubulin, alpha 3B	MGI:1095408
Tuba4a	tubulin, alpha 4A	MGI:1095410
Tuba8	tubulin, alpha 8	MGI:1858225
Tubal3	tubulin, alpha-like 3	MGI:3588215
Tubb1	tubulin, beta 1 class VI	MGI:107814
Tubb2a	tubulin, beta 2A class IIA	MGI:107861
Tubb2b	tubulin, beta 2B class IIB	MGI:1920960
Tubb3	tubulin, beta 3 class III	MGI:107813
Tubb4a	tubulin, beta 4A class IVA	MGI:107848
Tubb4b	tubulin, beta 4B class IVB	MGI:1915472
Tubb5	tubulin, beta 5 class I,Tubulin beta-5 chain	MGI:107812
Tubb6	tubulin, beta 6 class V	MGI:1915201
Tubd1	tubulin, delta 1	MGI:1891826
Tube1	tubulin, epsilon 1	MGI:1919174
Tubg1	tubulin, gamma 1	MGI:101834
Tubg2	tubulin, gamma 2	MGI:2144208
Tubgcp2	tubulin, gamma complex associated protein 2	MGI:1921487
Tubgcp3	tubulin, gamma complex associated protein 3	MGI:2183752
Tubgcp4	tubulin, gamma complex associated protein 4	MGI:1196293
Tubgcp5	tubulin, gamma complex associated protein 5	MGI:2178836
Tubgcp6	tubulin, gamma complex associated protein 6	MGI:2146071
Tufm	Tu translation elongation factor, mitochondrial	MGI:1923686
Tuft1	tuftelin 1	MGI:109572
Tug1	taurine upregulated gene 1	MGI:2144114
Tulp1	tubby like protein 1	MGI:109571
Tulp2	tubby-like protein 2	MGI:1861600
Tulp3	tubby-like protein 3	MGI:1329045
Tulp4	tubby like protein 4	MGI:1916092
Tunar	Tcl1 upstream neural differentiation associated RNA	MGI:1917202
Tusc1	tumor suppressor candidate 1	MGI:2684283
Tusc2	tumor suppressor 2, mitochondrial calcium regulator	MGI:1931086
Tusc3	tumor suppressor candidate 3	MGI:1933134
Tut1	terminal uridylyl transferase 1, U6 snRNA-specific	MGI:1917294
Tut4	terminal uridylyl transferase 4	MGI:2445126
Tut7	terminal uridylyl transferase 7	MGI:2387179
Tvp23a	trans-golgi network vesicle protein 23A	MGI:3665441
Tvp23b	trans-golgi network vesicle protein 23B	MGI:1914760
Tvp23bos	trans-golgi network vesicle protein 23B, opposite strand	MGI:3649886
Twf1	twinfilin actin binding protein 1,Twinfilin-1	MGI:1100520
Twf2	twinfilin actin binding protein 2,Twinfilin-2	MGI:1346078
Twist1	twist basic helix-loop-helix transcription factor 1,Twist-related protein 1	MGI:98872
Twist2	twist basic helix-loop-helix transcription factor 2,Twist-related protein 2	MGI:104685
twit	twitter	MGI:2652504
twl	twisted legs	MGI:1890571
Twnk	twinkle mtDNA helicase	MGI:2137410
Twsg1	twisted gastrulation BMP signaling modulator 1	MGI:2137520
Txk	TXK tyrosine kinase	MGI:102960
Txlna	taxilin alpha	MGI:105968
Txlnb	taxilin beta	MGI:2671945
Txlng	taxilin gamma	MGI:3590652
Txn	Thioredoxin	MGI:98874
Txn1	thioredoxin 1	MGI:98874
Txn2	thioredoxin 2	MGI:1929468
Txndc11	thioredoxin domain containing 11	MGI:1923620
Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)	MGI:1913323
Txndc15	thioredoxin domain containing 15	MGI:1916922
Txndc16	thioredoxin domain containing 16	MGI:1917811
Txndc17	thioredoxin domain containing 17	MGI:1289248
Txndc2	thioredoxin domain containing 2 (spermatozoa)	MGI:2389312
Txndc5	thioredoxin domain containing 5	MGI:2145316
Txndc8	thioredoxin domain containing 8	MGI:1914652
Txndc9	thioredoxin domain containing 9	MGI:2138153
Txnip	thioredoxin interacting protein,Thioredoxin-interacting protein	MGI:1889549
Txnl1	thioredoxin-like 1	MGI:1860078
Txnl4a	thioredoxin-like 4A	MGI:1351613
Txnl4b	thioredoxin-like 4B	MGI:2443724
Txnrd1	thioredoxin reductase 1	MGI:1354175
Txnrd2	thioredoxin reductase 2	MGI:1347023
Txnrd3	thioredoxin reductase 3	MGI:2386711
Ty	trembly	MGI:98876
Tyk2	tyrosine kinase 2,Non-receptor tyrosine-protein kinase TYK2	MGI:1929470
Tyl	trembly-like	MGI:98877
Tymp	thymidine phosphorylase	MGI:1920212
Tyms	thymidylate synthase	MGI:98878
Tyr	tyrosinase	MGI:98880
Tyro3	TYRO3 protein tyrosine kinase 3	MGI:104294
Tyrobp	TYRO protein tyrosine kinase binding protein,TYRO protein tyrosine kinase-binding protein	MGI:1277211
Tyrp1	tyrosinase-related protein 1	MGI:98881
Tysnd1	trypsin domain containing 1,Peroxisomal leader peptide-processing protease	MGI:1919017
Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	MGI:2141161
Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	MGI:2445040
Tyw5	tRNA-yW synthesizing protein 5	MGI:1915986
Tz	tail-zigzagged	MGI:98882
U06147	cDNA sequence U06147	MGI:105987
U2af1	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1	MGI:98884
U2af1l4	U2 small nuclear RNA auxiliary factor 1-like 4	MGI:2678374
U2af2	U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2	MGI:98886
U2surp	U2 snRNP-associated SURP domain containing	MGI:1915208
U90926	cDNA sequence U90926	MGI:1930915
Uaca	uveal autoantigen with coiled-coil domains and ankyrin repeats,Uveal autoantigen with coiled-coil domains and ankyrin repeats	MGI:1919815
Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	MGI:1334459
Uap1l1	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1	MGI:2443318
Uba1	ubiquitin-like modifier activating enzyme 1	MGI:98890
Uba1y	ubiquitin-activating enzyme, Chr Y	MGI:98891
Uba2	ubiquitin-like modifier activating enzyme 2	MGI:1858313
Uba3	ubiquitin-like modifier activating enzyme 3	MGI:1341217
Uba5	ubiquitin-like modifier activating enzyme 5	MGI:1913913
Uba52	ubiquitin A-52 residue ribosomal protein fusion product 1,Ubiquitin-60S ribosomal protein L40	MGI:98887
Uba6	ubiquitin-like modifier activating enzyme 6	MGI:1913894
Uba7	ubiquitin-like modifier activating enzyme 7	MGI:1349462
Ubac1	ubiquitin associated domain containing 1	MGI:1920995
Ubac2	ubiquitin associated domain containing 2	MGI:1916139
Ubald1	UBA-like domain containing 1	MGI:1916255
Ubald2	UBA-like domain containing 2	MGI:1914635
Ubap1	ubiquitin-associated protein 1	MGI:2149543
Ubap1l	ubiquitin-associated protein 1-like	MGI:2685360
Ubap2	ubiquitin-associated protein 2	MGI:1916176
Ubap2l	ubiquitin-associated protein 2-like	MGI:1921633
Ubash3a	ubiquitin associated and SH3 domain containing, A	MGI:1926074
Ubash3b	ubiquitin associated and SH3 domain containing, B	MGI:1920078
Ubb	ubiquitin B,Polyubiquitin-B	MGI:98888
Ubc	ubiquitin C,Polyubiquitin-C	MGI:98889
Ubd	ubiquitin D	MGI:1344410
Ube2a	ubiquitin-conjugating enzyme E2A	MGI:102959
Ube2b	ubiquitin-conjugating enzyme E2B	MGI:102944
Ube2c	ubiquitin-conjugating enzyme E2C	MGI:1915862
Ube2cbp	ubiquitin-conjugating enzyme E2C binding protein	MGI:1917598
Ube2d1	ubiquitin-conjugating enzyme E2D 1	MGI:2384911
Ube2d2a	ubiquitin-conjugating enzyme E2D 2A	MGI:1930715
Ube2d2b	ubiquitin-conjugating enzyme E2D 2B	MGI:1920568
Ube2d3	ubiquitin-conjugating enzyme E2D 3	MGI:1913355
Ube2d4	ubiquitin-conjugating enzyme E2D 4	MGI:3644823
